Fragment,Count,Time (ms),Size (bytes)
Cross.list-episodeofcares-json,4,1,0
Cross.list-episodeofcares-xml,4,1,0
Cross.list-eventdefinitions,4,0,0
Cross.list-eventdefinitions-json,4,1,0
Cross.list-eventdefinitions-xml,4,3,0
Cross.list-evidences,4,0,0
Cross.list-evidences-json,4,0,0
Cross.list-evidences-xml,4,1,0
Cross.list-evidencevariables,4,1,0
Cross.list-evidencevariables-json,4,2,0
Cross.list-evidencevariables-xml,4,2,0
Cross.list-examplescenarios,4,0,0
Cross.list-examplescenarios-json,4,1,0
Cross.list-examplescenarios-xml,4,1,0
Cross.list-explanationofbenefits,4,0,0
Cross.list-explanationofbenefits-json,4,1,0
Cross.list-explanationofbenefits-xml,4,1,0
Cross.list-extensions,4,0,0
Cross.list-extensions-mm,4,0,0
Cross.list-familymemberhistories,4,0,0
Cross.list-familymemberhistories-json,4,0,0
Cross.list-familymemberhistories-xml,4,0,0
Cross.list-flags,4,0,0
Cross.list-flags-json,4,0,0
Cross.list-flags-xml,4,1,0
Cross.list-goals,4,0,0
Cross.list-goals-json,4,1,0
Cross.list-goals-xml,4,1,0
Cross.list-graphdefinitions,4,0,0
Cross.list-graphdefinitions-json,4,1,0
Cross.list-graphdefinitions-xml,4,2,0
Cross.list-groups,4,0,0
Cross.list-groups-json,4,0,0
Cross.list-groups-xml,4,0,0
Cross.list-guidanceresponses,4,0,0
Cross.list-guidanceresponses-json,4,0,0
Cross.list-guidanceresponses-xml,4,1,0
Cross.list-healthcareservices,4,0,0
Cross.list-healthcareservices-json,4,0,0
Cross.list-healthcareservices-xml,4,1,0
Cross.list-imagingstudies,4,0,0
Cross.list-imagingstudies-json,4,1,0
Cross.list-imagingstudies-xml,4,1,0
Cross.list-immunizationevaluations,4,0,0
Cross.list-immunizationevaluations-json,4,1,0
Cross.list-immunizationevaluations-xml,4,1,0
Cross.list-immunizationrecommendations,4,0,0
Cross.list-immunizationrecommendations-json,4,0,0
Cross.list-immunizationrecommendations-xml,4,2,0
Cross.list-immunizations,4,0,0
Cross.list-immunizations-json,4,1,0
Cross.list-immunizations-xml,4,2,0
Cross.list-implementationguides,4,0,272
Cross.list-implementationguides-json,4,0,292
Cross.list-implementationguides-xml,4,2,288
Cross.list-insuranceplans,4,0,0
Cross.list-insuranceplans-json,4,1,0
Cross.list-insuranceplans-xml,4,1,0
Cross.list-invoices,4,2,0
Cross.list-invoices-json,4,2,0
Cross.list-invoices-xml,4,3,0
Cross.list-libraries,4,0,0
Cross.list-libraries-json,4,0,0
Cross.list-libraries-xml,4,2,0
Cross.list-linkages,4,0,0
Cross.list-linkages-json,4,0,0
Cross.list-linkages-xml,4,1,0
Cross.list-lists,4,0,0
Cross.list-lists-json,4,0,0
Cross.list-lists-xml,4,1,0
Cross.list-locations,4,0,0
Cross.list-locations-json,4,1,0
Cross.list-locations-xml,4,1,0
Cross.list-logicals,4,1,6204
Cross.list-logicals-mm,4,2,6204
Cross.list-measurereports,4,0,0
Cross.list-measurereports-json,4,1,0
Cross.list-measurereports-xml,4,1,0
Cross.list-measures,4,0,0
Cross.list-measures-json,4,2,0
Cross.list-measures-xml,4,2,0
Cross.list-media,4,0,0
Cross.list-media-json,4,0,0
Cross.list-media-xml,4,2,0
Cross.list-medicationadministrations,4,0,0
Cross.list-medicationadministrations-json,4,1,0
Cross.list-medicationadministrations-xml,4,1,0
Cross.list-medicationdispenses,4,0,0
Cross.list-medicationdispenses-json,4,0,0
Cross.list-medicationdispenses-xml,4,1,0
Cross.list-medicationknowledges,4,0,0
Cross.list-medicationknowledges-json,4,0,0
Cross.list-medicationknowledges-xml,4,1,0
Cross.list-medicationrequests,4,0,0
Cross.list-medicationrequests-json,4,1,0
Cross.list-medicationrequests-xml,4,1,0
Cross.list-medications,4,0,0
Cross.list-medications-json,4,2,0
Cross.list-medications-xml,4,2,0
Cross.list-medicationstatements,4,0,0
Cross.list-medicationstatements-json,4,1,0
Cross.list-medicationstatements-xml,4,1,0
Cross.list-medicinalproductauthorizations,4,0,0
Cross.list-medicinalproductauthorizations-json,4,2,0
Cross.list-medicinalproductauthorizations-xml,4,2,0
Cross.list-medicinalproductcontraindications,4,0,0
Cross.list-medicinalproductcontraindications-json,4,1,0
Cross.list-medicinalproductcontraindications-xml,4,2,0
Cross.list-medicinalproductindications,4,0,0
Cross.list-medicinalproductindications-json,4,0,0
Cross.list-medicinalproductindications-xml,4,2,0
Cross.list-medicinalproductingredients,4,0,0
Cross.list-medicinalproductingredients-json,4,1,0
Cross.list-medicinalproductingredients-xml,4,1,0
Cross.list-medicinalproductinteractions,4,1,0
Cross.list-medicinalproductinteractions-json,4,1,0
Cross.list-medicinalproductinteractions-xml,4,1,0
Cross.list-medicinalproductmanufactureds,4,0,0
Cross.list-medicinalproductmanufactureds-json,4,0,0
Cross.list-medicinalproductmanufactureds-xml,4,2,0
Cross.list-medicinalproductpackageds,4,0,0
Cross.list-medicinalproductpackageds-json,4,2,0
Cross.list-medicinalproductpackageds-xml,4,3,0
Cross.list-medicinalproductpharmaceuticals,4,0,0
Cross.list-medicinalproductpharmaceuticals-json,4,1,0
Cross.list-medicinalproductpharmaceuticals-xml,4,2,0
Cross.list-medicinalproducts,4,0,0
Cross.list-medicinalproducts-json,4,0,0
Cross.list-medicinalproducts-xml,4,2,0
Cross.list-medicinalproductundesirableeffects,4,0,0
Cross.list-medicinalproductundesirableeffects-json,4,1,0
Cross.list-medicinalproductundesirableeffects-xml,4,2,0
Cross.list-messagedefinitions,4,0,0
Cross.list-messagedefinitions-json,4,0,0
Cross.list-messagedefinitions-xml,4,1,0
Cross.list-messageheaders,4,0,0
Cross.list-messageheaders-json,4,0,0
Cross.list-messageheaders-xml,4,0,0
Cross.list-molecularsequences,4,0,0
Cross.list-molecularsequences-json,4,1,0
Cross.list-molecularsequences-xml,4,2,0
Cross.list-name-accounts,4,0,0
Cross.list-name-accounts-json,4,3,0
Cross.list-name-accounts-xml,4,3,0
Cross.list-name-activitydefinitions,4,0,0
Cross.list-name-activitydefinitions-json,4,0,0
Cross.list-name-activitydefinitions-xml,4,0,0
Cross.list-name-actordefinitions,4,1,0
Cross.list-name-actordefinitions-json,4,3,0
Cross.list-name-actordefinitions-xml,4,3,0
Cross.list-name-adverseevents,4,1,0
Cross.list-name-adverseevents-json,4,3,0
Cross.list-name-adverseevents-xml,4,3,0
Cross.list-name-allergyintolerances,4,0,0
Cross.list-name-allergyintolerances-json,4,0,0
Cross.list-name-allergyintolerances-xml,4,1,0
Cross.list-name-appointmentresponses,4,1,0
Cross.list-name-appointmentresponses-json,4,1,0
Cross.list-name-appointmentresponses-xml,4,2,0
Cross.list-name-appointments,4,0,0
Cross.list-name-appointments-json,4,0,0
Cross.list-name-appointments-xml,4,1,0
Cross.list-name-auditevents,4,0,0
Cross.list-name-auditevents-json,4,0,0
Cross.list-name-auditevents-xml,4,0,0
Cross.list-name-basics,4,1,0
Cross.list-name-basics-json,4,1,0
Cross.list-name-basics-xml,4,1,0
Cross.list-name-binaries,4,1,0
Cross.list-name-binaries-json,4,2,0
Cross.list-name-binaries-xml,4,2,0
Cross.list-name-biologicallyderivedproducts,4,0,0
Cross.list-name-biologicallyderivedproducts-json,4,0,0
Cross.list-name-biologicallyderivedproducts-xml,4,1,0
Cross.list-name-bodystructures,4,0,0
Cross.list-name-bodystructures-json,4,2,0
Cross.list-name-bodystructures-xml,4,2,0
Cross.list-name-bundles,4,0,0
Cross.list-name-bundles-json,4,0,0
Cross.list-name-bundles-xml,4,2,0
Cross.list-name-capabilitystatements,4,0,0
Cross.list-name-capabilitystatements-json,4,2,0
Cross.list-name-capabilitystatements-xml,4,2,0
Cross.list-name-careplans,4,0,0
Cross.list-name-careplans-json,4,0,0
Cross.list-name-careplans-xml,4,1,0
Cross.list-name-careteams,4,0,0
Cross.list-name-careteams-json,4,0,0
Cross.list-name-careteams-xml,4,1,0
Cross.list-name-catalogentries,4,0,0
Cross.list-name-catalogentries-json,4,2,0
Cross.list-name-catalogentries-xml,4,2,0
Cross.list-name-chargeitemdefinitions,4,0,0
Cross.list-name-chargeitemdefinitions-json,4,0,0
Cross.list-name-chargeitemdefinitions-xml,4,2,0
Cross.list-name-chargeitems,4,0,0
Cross.list-name-chargeitems-json,4,0,0
Cross.list-name-chargeitems-xml,4,3,0
Cross.list-name-claimresponses,4,0,0
Cross.list-name-claimresponses-json,4,1,0
Cross.list-name-claimresponses-xml,4,2,0
Cross.list-name-claims,4,0,0
Cross.list-name-claims-json,4,0,0
Cross.list-name-claims-xml,4,1,0
Cross.list-name-clinicalimpressions,4,0,0
Cross.list-name-clinicalimpressions-json,4,1,0
Cross.list-name-clinicalimpressions-xml,4,1,0
Cross.list-name-codesystems,4,0,792
Cross.list-name-codesystems-json,4,1,812
Cross.list-name-codesystems-xml,4,1,808
Cross.list-name-communicationrequests,4,0,0
Cross.list-name-communicationrequests-json,4,0,0
Cross.list-name-communicationrequests-xml,4,1,0
Cross.list-name-communications,4,0,0
Cross.list-name-communications-json,4,2,0
Cross.list-name-communications-xml,4,2,0
Cross.list-name-compartmentdefinitions,4,0,0
Cross.list-name-compartmentdefinitions-json,4,0,0
Cross.list-name-compartmentdefinitions-xml,4,1,0
Cross.list-name-compositions,4,0,0
Cross.list-name-compositions-json,4,0,0
Cross.list-name-compositions-xml,4,1,0
Cross.list-name-conceptmaps,4,0,0
Cross.list-name-conceptmaps-json,4,0,0
Cross.list-name-conceptmaps-xml,4,3,0
Cross.list-name-conditions,4,0,0
Cross.list-name-conditions-json,4,0,0
Cross.list-name-conditions-xml,4,1,0
Cross.list-name-consents,4,0,0
Cross.list-name-consents-json,4,1,0
Cross.list-name-consents-xml,4,1,0
Cross.list-name-contracts,4,0,0
Cross.list-name-contracts-json,4,0,0
Cross.list-name-contracts-xml,4,1,0
Cross.list-name-coverageeligibilityrequests,4,0,0
Cross.list-name-coverageeligibilityrequests-json,4,1,0
Cross.list-name-coverageeligibilityrequests-xml,4,2,0
Cross.list-name-coverageeligibilityresponses,4,0,0
Cross.list-name-coverageeligibilityresponses-json,4,1,0
Cross.list-name-coverageeligibilityresponses-xml,4,1,0
Cross.list-name-coverages,4,0,0
Cross.list-name-coverages-json,4,0,0
Cross.list-name-coverages-xml,4,0,0
Cross.list-name-detectedissues,4,0,0
Cross.list-name-detectedissues-json,4,1,0
Cross.list-name-detectedissues-xml,4,1,0
Cross.list-name-devicedefinitions,4,1,0
Cross.list-name-devicedefinitions-json,4,2,0
Cross.list-name-devicedefinitions-xml,4,2,0
Cross.list-name-devicemetrics,4,0,0
Cross.list-name-devicemetrics-json,4,1,0
Cross.list-name-devicemetrics-xml,4,1,0
Cross.list-name-devicerequests,4,0,0
Cross.list-name-devicerequests-json,4,0,0
Cross.list-name-devicerequests-xml,4,2,0
Cross.list-name-devices,4,0,0
Cross.list-name-devices-json,4,2,0
Cross.list-name-devices-xml,4,3,0
Cross.list-name-deviceusestatements,4,1,0
Cross.list-name-deviceusestatements-json,4,1,0
Cross.list-name-deviceusestatements-xml,4,2,0
Cross.list-name-diagnosticreports,4,0,0
Cross.list-name-diagnosticreports-json,4,1,0
Cross.list-name-diagnosticreports-xml,4,1,0
Cross.list-name-documentmanifests,4,0,0
Cross.list-name-documentmanifests-json,4,1,0
Cross.list-name-documentmanifests-xml,4,2,0
Cross.list-name-documentreferences,4,0,0
Cross.list-name-documentreferences-json,4,0,0
Cross.list-name-documentreferences-xml,4,0,0
Cross.list-name-domainresources,4,0,0
Cross.list-name-domainresources-json,4,0,0
Cross.list-name-domainresources-xml,4,1,0
Cross.list-name-effectevidencesyntheses,4,1,0
Cross.list-name-effectevidencesyntheses-json,4,1,0
Cross.list-name-effectevidencesyntheses-xml,4,1,0
Cross.list-name-encounters,4,1,0
Cross.list-name-encounters-json,4,2,0
Cross.list-name-encounters-xml,4,2,0
Cross.list-name-endpoints,4,1,0
Cross.list-name-endpoints-json,4,1,0
Cross.list-name-endpoints-xml,4,2,0
Cross.list-name-enrollmentrequests,4,1,0
Cross.list-name-enrollmentrequests-json,4,2,0
Cross.list-name-enrollmentrequests-xml,4,2,0
Cross.list-name-enrollmentresponses,4,0,0
Cross.list-name-enrollmentresponses-json,4,1,0
Cross.list-name-enrollmentresponses-xml,4,2,0
Cross.list-name-episodeofcares,4,0,0
Cross.list-name-episodeofcares-json,4,0,0
Cross.list-name-episodeofcares-xml,4,1,0
Cross.list-name-eventdefinitions,4,1,0
Cross.list-name-eventdefinitions-json,4,1,0
Cross.list-name-eventdefinitions-xml,4,2,0
Cross.list-name-evidences,4,0,0
Cross.list-name-evidences-json,4,0,0
Cross.list-name-evidences-xml,4,1,0
Cross.list-name-evidencevariables,4,0,0
Cross.list-name-evidencevariables-json,4,2,0
Cross.list-name-evidencevariables-xml,4,2,0
Cross.list-name-examplescenarios,4,0,0
Cross.list-name-examplescenarios-json,4,1,0
Cross.list-name-examplescenarios-xml,4,1,0
Cross.list-name-explanationofbenefits,4,1,0
Cross.list-name-explanationofbenefits-json,4,1,0
Cross.list-name-explanationofbenefits-xml,4,1,0
Cross.list-name-familymemberhistories,4,0,0
Cross.list-name-familymemberhistories-json,4,0,0
Cross.list-name-familymemberhistories-xml,4,0,0
Cross.list-name-flags,4,0,0
Cross.list-name-flags-json,4,1,0
Cross.list-name-flags-xml,4,1,0
Cross.list-name-goals,4,1,0
Cross.list-name-goals-json,4,2,0
Cross.list-name-goals-xml,4,2,0
Cross.list-name-graphdefinitions,4,1,0
Cross.list-name-graphdefinitions-json,4,2,0
Cross.list-name-graphdefinitions-xml,4,3,0
Cross.list-name-groups,4,0,0
Cross.list-name-groups-json,4,1,0
Cross.list-name-groups-xml,4,1,0
Cross.list-name-guidanceresponses,4,0,0
Cross.list-name-guidanceresponses-json,4,1,0
Cross.list-name-guidanceresponses-xml,4,1,0
Cross.list-name-healthcareservices,4,0,0
Cross.list-name-healthcareservices-json,4,0,0
Cross.list-name-healthcareservices-xml,4,0,0
Cross.list-name-imagingstudies,4,1,0
Cross.list-name-imagingstudies-json,4,2,0
Cross.list-name-imagingstudies-xml,4,2,0
Cross.list-name-immunizationevaluations,4,0,0
Cross.list-name-immunizationevaluations-json,4,0,0
Cross.list-name-immunizationevaluations-xml,4,1,0
Cross.list-name-immunizationrecommendations,4,1,0
Cross.list-name-immunizationrecommendations-json,4,1,0
Cross.list-name-immunizationrecommendations-xml,4,1,0
Cross.list-name-immunizations,4,0,0
Cross.list-name-immunizations-json,4,0,0
Cross.list-name-immunizations-xml,4,2,0
Cross.list-name-implementationguides,4,0,272
Cross.list-name-implementationguides-json,4,2,292
Cross.list-name-implementationguides-xml,4,2,288
Cross.list-name-insuranceplans,4,0,0
Cross.list-name-insuranceplans-json,4,0,0
Cross.list-name-insuranceplans-xml,4,1,0
Cross.list-name-invoices,4,0,0
Cross.list-name-invoices-json,4,1,0
Cross.list-name-invoices-xml,4,2,0
Cross.list-name-libraries,4,0,0
Cross.list-name-libraries-json,4,0,0
Cross.list-name-libraries-xml,4,1,0
Cross.list-name-linkages,4,0,0
Cross.list-name-linkages-json,4,0,0
Cross.list-name-linkages-xml,4,0,0
Cross.list-name-lists,4,0,0
Cross.list-name-lists-json,4,0,0
Cross.list-name-lists-xml,4,0,0
Cross.list-name-locations,4,0,0
Cross.list-name-locations-json,4,1,0
Cross.list-name-locations-xml,4,1,0
Cross.list-name-measurereports,4,0,0
Cross.list-name-measurereports-json,4,2,0
Cross.list-name-measurereports-xml,4,3,0
Cross.list-name-measures,4,0,0
Cross.list-name-measures-json,4,1,0
Cross.list-name-measures-xml,4,2,0
Cross.list-name-media,4,1,0
Cross.list-name-media-json,4,1,0
Cross.list-name-media-xml,4,1,0
Cross.list-name-medicationadministrations,4,1,0
Cross.list-name-medicationadministrations-json,4,1,0
Cross.list-name-medicationadministrations-xml,4,1,0
Cross.list-name-medicationdispenses,4,0,0
Cross.list-name-medicationdispenses-json,4,0,0
Cross.list-name-medicationdispenses-xml,4,13,0
Cross.list-name-medicationknowledges,4,0,0
Cross.list-name-medicationknowledges-json,4,0,0
Cross.list-name-medicationknowledges-xml,4,2,0
Cross.list-name-medicationrequests,4,0,0
Cross.list-name-medicationrequests-json,4,1,0
Cross.list-name-medicationrequests-xml,4,1,0
Cross.list-name-medications,4,1,0
Cross.list-name-medications-json,4,3,0
Cross.list-name-medications-xml,4,3,0
Cross.list-name-medicationstatements,4,0,0
Cross.list-name-medicationstatements-json,4,2,0
Cross.list-name-medicationstatements-xml,4,2,0
Cross.list-name-medicinalproductauthorizations,4,0,0
Cross.list-name-medicinalproductauthorizations-json,4,1,0
Cross.list-name-medicinalproductauthorizations-xml,4,2,0
Cross.list-name-medicinalproductcontraindications,4,0,0
Cross.list-name-medicinalproductcontraindications-json,4,1,0
Cross.list-name-medicinalproductcontraindications-xml,4,1,0
Cross.list-name-medicinalproductindications,4,1,0
Cross.list-name-medicinalproductindications-json,4,1,0
Cross.list-name-medicinalproductindications-xml,4,1,0
Cross.list-name-medicinalproductingredients,4,0,0
Cross.list-name-medicinalproductingredients-json,4,1,0
Cross.list-name-medicinalproductingredients-xml,4,1,0
Cross.list-name-medicinalproductinteractions,4,0,0
Cross.list-name-medicinalproductinteractions-json,4,2,0
Cross.list-name-medicinalproductinteractions-xml,4,3,0
Cross.list-name-medicinalproductmanufactureds,4,0,0
Cross.list-name-medicinalproductmanufactureds-json,4,0,0
Cross.list-name-medicinalproductmanufactureds-xml,4,2,0
Cross.list-name-medicinalproductpackageds,4,0,0
Cross.list-name-medicinalproductpackageds-json,4,1,0
Cross.list-name-medicinalproductpackageds-xml,4,1,0
Cross.list-name-medicinalproductpharmaceuticals,4,0,0
Cross.list-name-medicinalproductpharmaceuticals-json,4,0,0
Cross.list-name-medicinalproductpharmaceuticals-xml,4,2,0
Cross.list-name-medicinalproducts,4,1,0
Cross.list-name-medicinalproducts-json,4,1,0
Cross.list-name-medicinalproducts-xml,4,1,0
Cross.list-name-medicinalproductundesirableeffects,4,0,0
Cross.list-name-medicinalproductundesirableeffects-json,4,0,0
Cross.list-name-medicinalproductundesirableeffects-xml,4,1,0
Cross.list-name-messagedefinitions,4,0,0
Cross.list-name-messagedefinitions-json,4,0,0
Cross.list-name-messagedefinitions-xml,4,1,0
Cross.list-name-messageheaders,4,0,0
Cross.list-name-messageheaders-json,4,1,0
Cross.list-name-messageheaders-xml,4,1,0
Cross.list-name-molecularsequences,4,0,0
Cross.list-name-molecularsequences-json,4,1,0
Cross.list-name-molecularsequences-xml,4,3,0
Cross.list-name-namingsystems,4,0,0
Cross.list-name-namingsystems-json,4,0,0
Cross.list-name-namingsystems-xml,4,1,0
Cross.list-name-nutritionorders,4,0,0
Cross.list-name-nutritionorders-json,4,2,0
Cross.list-name-nutritionorders-xml,4,2,0
Cross.list-name-observationdefinitions,4,0,0
Cross.list-name-observationdefinitions-json,4,0,0
Cross.list-name-observationdefinitions-xml,4,1,0
Cross.list-name-observations,4,0,0
Cross.list-name-observations-json,4,0,0
Cross.list-name-observations-xml,4,0,0
Cross.list-name-operationdefinitions,4,1,0
Cross.list-name-operationdefinitions-json,4,2,0
Cross.list-name-operationdefinitions-xml,4,2,0
Cross.list-name-operationoutcomes,4,0,0
Cross.list-name-operationoutcomes-json,4,1,0
Cross.list-name-operationoutcomes-xml,4,2,0
Cross.list-name-organizationaffiliations,4,1,0
Cross.list-name-organizationaffiliations-json,4,2,0
Cross.list-name-organizationaffiliations-xml,4,3,0
Cross.list-name-organizations,4,1,0
Cross.list-name-organizations-json,4,1,0
Cross.list-name-organizations-xml,4,1,0
Cross.list-name-parameters,4,0,0
Cross.list-name-parameters-json,4,0,0
Cross.list-name-parameters-xml,4,0,0
Cross.list-name-patients,4,0,0
Cross.list-name-patients-json,4,0,0
Cross.list-name-patients-xml,4,1,0
Cross.list-name-paymentnotices,4,0,0
Cross.list-name-paymentnotices-json,4,3,0
Cross.list-name-paymentnotices-xml,4,3,0
Cross.list-name-paymentreconciliations,4,0,0
Cross.list-name-paymentreconciliations-json,4,2,0
Cross.list-name-paymentreconciliations-xml,4,3,0
Cross.list-name-people,4,0,0
